"LABID","PT","PEN","AMO","MER","TAX","CFT","CFX","PEN_MIC_MM","AMO_MIC_MM","MER_MIC_MM","TAX_MIC_MM","CFT_MIC_MM","CFX_MIC_MM","PEN_MIC_RF","AMO_MIC_RF","MER_MIC_RF","TAX_MIC_RF","CFT_MIC_RF","CFX_MIC_RF","Platform","NewPT"
"20161746","7-8-9","0.5","0.5","0.12","0.12","0.5","0.5","0.25","0.5","0.12","0.12","0.5","0.5","0.34","0.45","0.16","0.1","0.5","0.5","MiSeq","N"
"20161747","23-0-0","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161748","2-4-0","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161749","17-15-18","1","0.5","0.25","0.5","1","4","4","0.5","0.25","1","1","4","2.23","0.46","0.21","0.77","0.88","3.66","MiSeq","N"
"20161751","3-5-5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161752","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161753","2-0-180","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20161754","9-4-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161763","4-12-7","2","4","1","1","1","4","2","4","1","1","1","4","1.99","3.29","0.7","0.99","0.99","3.97","MiSeq","N"
"20161764","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161765","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161766","0-4-23","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.07","0.5","0.52","MiSeq","Y"
"20161767","23-0-139","0.06","0.03","0.06","0.06","0.5","0.5","0.03","0.03",NA,NA,NA,"0.5","0.04","0.03","0.06","0.07","0.5","0.5","MiSeq","N"
"20161768","3-5-5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161769","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161770","11-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161771","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161772","4-7-7","2","2","0.5","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20161773","2-31-198","0.25","0.25","0.12","0.12","0.5","0.5","0.12","0.12","0.12","0.12",NA,"0.5","0.11","0.13","0.11","0.09","0.5","0.5","MiSeq","Y"
"20161774","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161775","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161776","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161777","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161778","1-2-59","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161779","9-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161780","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161781","11-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.07","0.5","0.51","MiSeq","N"
"20161782","0-0-124","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161783","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161784","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161785","0-1-1","0.25","0.12","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20161786","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161787","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161788","2-0-111","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25","0.5","1","0.06","0.06","0.06","0.25","0.5","0.76","MiSeq","N"
"20161789","0-10-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161790","71-1-24","0.5","0.25","0.06","0.25","0.5","0.5","0.25","0.12","0.06","0.12","0.5","0.5","0.35","0.16","0.06","0.19","0.5","0.5","MiSeq","N"
"20161791","11-0-172","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20161792","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161793","13-11-16","4","8","1","2","2","4","4","8","1","2","2","4","4.6","7.5","1","1.79","1.49","3.97","MiSeq","N"
"20161794","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161795","2-31-198","0.25","0.25","0.12","0.06","0.5","0.5","0.12","0.12","0.12","0.12",NA,"0.5","0.11","0.13","0.11","0.09","0.5","0.5","MiSeq","Y"
"20161796","4-7-7","2","4","0.5","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20161797","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161798","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161799","2-0-120","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.04","0.06","0.06","0.5","0.5","MiSeq","N"
"20161800","50-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161801","24-27-11","0.06","0.06","0.06","0.06","0.5","0.5","0.25","0.25","0.06","0.06","0.5","0.5","0.16","0.16","0.06","0.06","0.5","0.5","MiSeq","N"
"20161802","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161803","6-0-167","0.25","0.12","0.06","0.25","0.5","0.5","0.06","0.03","0.06","0.06",NA,"0.5","0.1","0.08","0.06","0.17","0.5","0.56","MiSeq","Y"
"20161804","11-0-172","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20161805","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161806","4-7-7","2","4","1","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20161807","24-27-28","2","2","0.5","0.25","0.5","4","0.25","0.06","0.06","0.12","0.5","0.5","0.18","0.04","0.06","0.1","0.5","0.52","MiSeq","N"
"20161808","17-7-8","1","1","0.25","0.25","0.5","2","2","1","0.5","0.5","0.5","4","2.13","1.36","0.51","0.68","0.62","3.99","MiSeq","N"
"20161809","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161810","71-1-24","0.5","0.25","0.06","0.25","0.5","0.5","0.25","0.12","0.06","0.12","0.5","0.5","0.35","0.16","0.06","0.19","0.5","0.5","MiSeq","N"
"20161811","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161812","0-0-17","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161813","1-4-2","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161814","0-10-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161815","24-27-13","0.5","0.25","0.06","0.25","0.5","0.5","0.5","0.25","0.06","0.25","0.5","0.5","0.32","0.25","0.07","0.19","0.51","0.52","MiSeq","Y"
"20161816","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161817","0-1-1","0.25","0.06","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20161818","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161819","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161820","24-27-13","0.25","0.25","0.06","0.25","0.5","0.5","0.5","0.25","0.06","0.25","0.5","0.5","0.32","0.25","0.07","0.19","0.51","0.52","MiSeq","Y"
"20161821","1-4-12","0.03","0.06","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.04","0.04","0.06","0.09","0.5","0.5","MiSeq","Y"
"20161822","13-11-16","4","8","1","1","1","4","4","8","1","2","2","4","4.6","7.5","1","1.79","1.49","3.97","MiSeq","N"
"20161823","2-0-6","2","4","1","0.25","0.5","4","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161824","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161825","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161826","6-0-167","0.12","0.12","0.06","0.25","0.5","0.5","0.06","0.03","0.06","0.06",NA,"0.5","0.1","0.08","0.06","0.17","0.5","0.56","MiSeq","Y"
"20161975","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161976","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161977","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161978","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161979","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161980","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161981","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161983","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161985","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161986","0-1-1","0.25","0.06","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20161987","0-0-3","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161988","2-4-199","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20161989","15-12-18","4","2","1","2","2","4","4","2","0.5","1","2","4","2.41","1.54","0.62","1.16","1.4","3.75","MiSeq","N"
"20161990","1-44-2","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161991","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161992","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161993","2-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161994","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161995","9-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161996","23-27-28","0.12","0.06","0.06","0.06","0.5","0.5","0.06","0.03","0.06","0.12","0.5","0.5","0.15","0.05","0.06","0.11","0.5","0.51","MiSeq","Y"
"20161997","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161999","12-2-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162000","1-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162001","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162002","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162003","101-121-200","2","2","0.5","0.5","0.5","2","2","4","0.5","1","1","4","1.55","1.77","0.41","0.72","0.78","3.59","MiSeq","Y"
"20162004","23-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162005","1-4-21","0.06","0.03","0.06","0.06","0.5","0.5","0.06","0.03","0.06","0.06","0.5","0.5","0.05","0.03","0.06","0.07","0.5","0.5","MiSeq","N"
"20162006","12-2-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162007","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162008","1-4-21","0.06","0.03","0.06","0.06","0.5","0.5","0.06","0.03","0.06","0.06","0.5","0.5","0.05","0.03","0.06","0.07","0.5","0.5","MiSeq","N"
"20162009","0-0-3","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162010","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162011","0-1-1","0.25","0.06","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20162012","2-4-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162013","23-27-28","0.25","0.06","0.06","0.12","0.5","0.5","0.06","0.03","0.06","0.12","0.5","0.5","0.15","0.05","0.06","0.11","0.5","0.51","MiSeq","Y"
"20162014","4-7-7","0.25","0.5","0.12","0.12","0.5","2","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20162015","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162016","2-6-153","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20162017","76-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162018","23-27-28","0.25","0.06","0.06","0.12","0.5","0.5","0.06","0.03","0.06","0.12","0.5","0.5","0.15","0.05","0.06","0.11","0.5","0.51","MiSeq","Y"
"20162019","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162020","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20162021","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20162022","0-10-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162023","1-4-21","0.06","0.03","0.06","0.06","0.5","0.5","0.06","0.03","0.06","0.06","0.5","0.5","0.05","0.03","0.06","0.07","0.5","0.5","MiSeq","N"
"20162024","11-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162025","19-31-8","1","1","0.25","0.5","0.5","4","1","1","0.12","0.5","0.5","2","0.71","0.84","0.16","0.35","0.5","1.89","MiSeq","N"
"20162026","0-10-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162027","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162028","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162030","19-34-44","0.25","0.12","0.06","0.12","0.5","0.5","0.5","0.25","0.06","0.25","0.5","1","0.38","0.23","0.06","0.23","0.5","0.73","MiSeq","Y"
"20162255","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162256","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20162257","0-1-1","0.25","0.12","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20162258","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162259","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162260","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162262","0-1-1","0.12","0.06","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20162263","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162264","2-4-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162265","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162266","3-6-5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162267","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162310","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162311","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20162315","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162331","11-0-172","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20162332","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162333","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162335","4-7-7","2","2","0.5","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20162336","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162337","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162338","0-0-17","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162339","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20162340","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
